id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_built,zipcode,lat,sqft_living15,sqft_lot15
1525059190,20140912T000000,1.04E+06,5,3.25,4770,50094,1,4,10,3070,1973,98005,47.6525,3530,38917
1049000060,20150105T000000,325000,3,2,1260,5612,1,4,7,1260,1972,98034,47.7362,1640,4745
8820901275,20140610T000000,571000,4,2,2750,7807,1.5,5,7,2250,1916,98125,47.7168,1510,7807
5416510140,20140710T000000,360000,4,2.5,2380,5000,2,3,8,2380,2005,98038,47.3608,2420,5000
3444100400,20150316T000000,349000,3,1.75,1790,50529,1,5,7,1090,1965,98042,47.351,1940,50529
3276920270,20141005T000000,832500,4,4,3430,35102,2,4,10,2390,1986,98075,47.5822,3240,35020
4036801070,20141013T000000,380000,4,1.75,1760,7300,1,3,7,880,1956,98008,47.6034,1680,7500
2391600320,20150420T000000,480000,3,1,1040,5060,1,3,7,1040,1941,98106,47.5636,890,5060
6300000287,20140609T000000,410000,3,1,1410,5060,1,4,7,910,1956,98133,47.7073,1030,5693
1531000030,20150323T000000,720000,4,2.5,3450,39683,2,3,10,3450,2002,98010,47.342,3350,39750
5104520400,20141202T000000,390000,3,2.5,2350,5100,2,3,8,2350,2003,98038,47.3512,2350,5363
7437100340,20141222T000000,360000,4,2.5,1900,5889,2,3,7,1900,1992,98038,47.349,1870,6405
9418400240,20141028T000000,355000,2,1,2020,6720,1,3,7,1010,1948,98108,47.5474,1720,6720
1523059105,20150128T000000,356000,3,1.5,1680,8712,1,3,8,1680,1964,98059,47.481,1850,8797
1033000671,20140602T000000,315000,3,1,960,6634,1,3,6,960,1952,98125,47.7264,1570,7203
4232902595,20141014T000000,940000,3,1.5,2140,3600,2,3,9,1900,1925,98109,47.6337,2020,4800
2599001200,20141003T000000,305000,5,2.25,2660,8400,1.5,5,7,2660,1961,98092,47.2909,1590,8165
3342103156,20140618T000000,461000,3,3.25,2770,6278,2,3,9,1980,2006,98056,47.5228,1900,7349
1332700270,20140519T000000,215000,2,2.25,1610,2040,2,4,7,1610,1979,98056,47.518,1950,2025
3869900162,20140904T000000,335000,2,1.75,1030,1066,2,3,7,765,2006,98136,47.5394,1030,1006
2791500270,20140522T000000,243500,4,2.5,1980,7403,2,3,7,1980,1988,98023,47.2897,1980,7510
5036300431,20150310T000000,1.00E+06,5,2.75,3520,6353,2,4,10,3520,2001,98199,47.6506,2520,6250
4168000060,20150226T000000,153000,3,1,1200,10500,1,3,7,1200,1962,98023,47.322,1350,10500
6021501535,20140725T000000,430000,3,1.5,1580,5000,1,3,8,1290,1939,98107,47.687,1570,4500
6021501535,20141223T000000,700000,3,1.5,1580,5000,1,3,8,1290,1939,98107,47.687,1570,4500
1483300570,20140908T000000,905000,4,2.5,3300,10250,1,3,7,2390,1946,98040,47.5873,1950,6045
3422049190,20150330T000000,247500,3,1.75,1960,15681,1,3,7,1960,1967,98032,47.3576,1750,15616
1099610230,20140912T000000,199000,4,1.5,1060,6400,1,4,7,1060,1975,98023,47.3036,1060,6400
722079104,20140710T000000,314000,3,1.75,1810,41800,1,5,7,1210,1980,98038,47.4109,1650,135036
7338200240,20140516T000000,437500,3,2.5,2320,36847,2,3,9,2320,1992,98045,47.4838,2550,35065
1952200240,20140610T000000,850830,3,2.5,2070,13241,1.5,5,9,1270,1910,98102,47.6415,2200,4500
5200100125,20141027T000000,555000,3,2,1980,3478,1.5,4,7,1440,1929,98107,47.6775,1610,3478
7214720075,20141212T000000,699950,3,2.25,2190,107593,2,4,8,2190,1983,98077,47.7731,2570,47777
2450000295,20141007T000000,1.09E+06,3,2.5,2920,8103,2,3,8,2920,1950,98004,47.5814,2370,8103
6197800045,20140924T000000,290000,3,1,1210,33919,1,3,7,1210,1954,98058,47.4375,1640,14910
1328310370,20150402T000000,375000,3,2.5,2340,10005,1,4,8,1460,1978,98058,47.4431,2250,8162
546000875,20140523T000000,460000,3,1,1670,4005,1.5,4,7,1070,1939,98107,47.6878,1240,4005
3530510041,20140723T000000,188500,2,1.75,1240,2493,1,4,8,1240,1985,98198,47.3813,1270,4966
1853000400,20150305T000000,680000,4,2.5,3140,28037,2,4,10,3140,1991,98077,47.7304,2990,35001
3134100106,20140827T000000,470000,5,1.75,2030,12342,2,4,7,2030,1942,98052,47.6417,2500,9433
9545230140,20140725T000000,597750,4,2.5,2310,9624,2,3,8,2310,1984,98027,47.5386,1940,9636
3362400510,20150304T000000,570000,3,1.75,1260,3328,1,5,6,700,1905,98103,47.6823,1380,3536
2525310310,20140916T000000,272500,3,1.75,1540,12600,1,4,7,1060,1980,98038,47.3624,1540,10656
6126500060,20141024T000000,329950,3,1.75,2080,5969,1,3,7,1080,1971,98108,47.5474,2090,5500
8961960160,20141028T000000,480000,4,2.5,3230,16171,2,3,9,2520,2001,98001,47.3183,2640,8517
3626039325,20141021T000000,740500,3,3.5,4380,6350,2,3,8,2780,1900,98107,47.6981,1830,6350
3362400431,20140626T000000,518500,3,3.5,1590,1002,3,3,8,1590,2010,98103,47.6824,1620,3166
4060000240,20140623T000000,205425,2,1,880,6780,1,4,6,880,1945,98178,47.5009,1090,6780
3454800060,20150108T000000,171800,4,2,1570,9600,1,3,6,1570,1950,98168,47.4965,1880,9000
1695900060,20150510T000000,535000,4,1,1610,2982,1.5,4,7,1610,1925,98144,47.587,1610,4040
7278700070,20150102T000000,660000,3,2.5,2400,6474,1,3,8,1560,1964,98177,47.7728,2340,10856
6675500070,20141019T000000,391500,3,2,1450,9132,1,3,7,1450,1987,98034,47.7288,1580,9104
3626039187,20150406T000000,395000,2,1,770,6000,1,3,6,770,1953,98107,47.6999,1710,6000
3524049083,20141004T000000,445000,4,1.75,2100,4400,1.5,5,7,1720,1924,98108,47.5299,1850,4400
3275860240,20140618T000000,770000,3,2.25,2910,10204,2,3,9,2910,1990,98052,47.6897,2700,13992
4389200955,20150302T000000,1.45E+06,4,2.75,2750,17789,1.5,3,8,1980,1914,98004,47.6141,3060,10275
4058801670,20140717T000000,445000,3,2.25,2100,8201,1,3,8,1620,1967,98178,47.5091,2660,8712
8732020310,20140717T000000,260000,4,2.25,2160,8810,1,3,8,1360,1978,98023,47.3129,2090,8400
2331300505,20140613T000000,822500,5,3.5,2320,4960,2,5,7,1720,1926,98103,47.6763,1700,4960
7853210060,20150406T000000,430000,4,2.5,2070,4310,2,3,7,2070,2004,98065,47.5319,1970,3748
3668000070,20150105T000000,212000,3,1.75,1060,7875,1,4,7,1060,1986,98092,47.2761,1420,7680
9545240070,20150428T000000,660500,4,2.25,2010,9603,1,3,8,1440,1986,98027,47.5343,2060,9793
1243100136,20140612T000000,784000,3,3.5,3950,101078,1.5,3,9,2460,1989,98052,47.697,2480,88500
8929000270,20140512T000000,453246,3,2.5,2010,2287,2,3,8,1390,2014,98029,47.5517,1690,1662
2767602356,20150126T000000,675000,4,3.5,2140,2278,3,3,9,2140,2005,98107,47.6734,1540,2285
921049315,20140813T000000,199000,3,1.75,1320,17390,1,4,7,1320,1956,98003,47.3257,1550,19265
3655000070,20140805T000000,220000,4,1.75,2020,7840,1,3,7,1010,1968,98003,47.3309,1750,8140
4027700812,20140529T000000,452000,4,2.25,2590,10002,1,4,8,1340,1968,98028,47.7689,1550,10436
3992700335,20140707T000000,382500,2,1,1090,4440,1,3,6,1090,1981,98125,47.7135,1060,5715
2767603505,20140507T000000,519950,3,2.25,1070,1249,3,3,8,1070,2014,98107,47.6722,1350,1310
4232901525,20140627T000000,665000,2,1,1010,3200,1,3,7,1010,1925,98109,47.6338,1070,3600
1777500060,20140708T000000,527700,5,2.5,2820,9375,1,4,8,1550,1968,98006,47.5707,2820,9375
1432900240,20150508T000000,205000,3,1,1610,8579,1,4,7,1010,1962,98058,47.4563,1610,8579
6140100875,20150415T000000,420000,3,1,1060,8097,1,4,7,940,1923,98133,47.7144,1560,7940
6071600370,20150227T000000,500000,4,2.25,2030,8517,1,4,8,1380,1961,98006,47.5495,2230,8824
1526069017,20141203T000000,921500,4,2.5,3670,315374,2,4,9,3670,1994,98077,47.7421,2840,87991
809001525,20140625T000000,890000,4,1,2550,4000,2,3,8,2370,1905,98109,47.6354,2200,4000
3224079105,20140806T000000,430000,2,2.5,2420,60984,2,3,7,2420,2007,98027,47.5262,1940,193842
8075400570,20141030T000000,258000,5,2,2260,12500,1,4,8,1030,1960,98032,47.3887,1360,18000
1994200024,20141004T000000,510000,3,1,1430,3455,1,3,7,980,1947,98103,47.6873,1450,4599
3362900810,20140820T000000,532170,3,2,1360,3090,2,3,8,1360,1990,98103,47.6838,1500,3090
1324300398,20150409T000000,560000,3,1,1010,5000,1.5,3,7,1010,1947,98107,47.655,1420,5000
537000445,20150331T000000,282950,3,1,1250,8200,1,4,7,1250,1954,98003,47.3255,1680,8633
7855801670,20150401T000000,2.25E+06,4,3.25,5180,19850,2,3,10,3540,2006,98006,47.562,3160,9750
7920100045,20140516T000000,350000,1,1,700,5100,1,3,7,700,1942,98105,47.679,1010,5100
8960000030,20140728T000000,215000,3,1,1080,7669,1,4,7,1080,1967,98058,47.4479,1090,7669
6388930390,20141020T000000,650000,5,3.5,3960,25245,2,3,9,2500,1996,98056,47.525,2640,13675
8731900200,20140807T000000,320000,4,2.75,2640,7500,1,3,8,1620,1967,98023,47.3135,1980,7875
8029200135,20141013T000000,247000,3,2,1270,7198,1.5,3,7,1270,1916,98022,47.2086,1060,7198
1081200350,20141003T000000,320000,4,1.75,1760,10180,1,4,8,1760,1968,98059,47.4715,1730,10180
84000105,20140507T000000,255000,5,2.25,2060,8632,1,3,7,1030,1962,98146,47.4877,1010,10680
3756500060,20150309T000000,438000,3,1.75,1780,9660,1,3,7,1780,1962,98034,47.7171,1200,9660
7215720160,20150304T000000,900000,3,2.5,3400,16603,2,3,10,3400,2000,98075,47.6012,3400,12601
3574800520,20140620T000000,441000,3,2.75,1910,7280,1,3,7,1060,1979,98034,47.7319,1710,8152
2617300160,20140812T000000,420000,3,2,2020,38332,1,4,7,1010,1975,98027,47.4582,2100,36590
2558660270,20141208T000000,370000,3,1.75,1580,7000,1,3,7,1080,1976,98034,47.7209,1640,7500
2009000370,20150219T000000,269950,2,1.75,1340,7250,1,5,5,700,1949,98198,47.408,1830,9750
1836980160,20150324T000000,807100,4,2.5,2680,4499,2,3,9,2680,1999,98006,47.565,2920,4500
3261020370,20140605T000000,653000,3,2.5,2680,9750,1,4,8,1610,1979,98034,47.7028,2480,8750
1755700060,20140610T000000,371500,3,2,1370,8336,1,5,7,1370,1964,98133,47.7458,1770,7288
4330600435,20150316T000000,284000,3,1.75,1560,21000,1,3,7,1560,1954,98166,47.4776,1070,7920
9542800700,20150102T000000,272000,3,1.75,2160,7140,1,4,7,1670,1978,98023,47.3026,1930,7350
1999700045,20140502T000000,313000,3,1.5,1340,7912,1.5,3,7,1340,1955,98133,47.7658,1480,7940
1762600070,20150106T000000,917500,4,2.5,3880,35003,2,3,10,2570,1984,98033,47.6477,3740,35230
1687900520,20140929T000000,673000,4,2.25,2590,8190,2,4,8,2590,1980,98006,47.5619,2260,8335
7234600798,20150210T000000,425000,3,2.5,1020,1000,2,3,8,820,2008,98122,47.6106,1590,1795
3881900445,20140709T000000,399950,5,2.75,1970,5400,1,3,7,1320,1986,98144,47.5868,1280,2150
2254502445,20140530T000000,385000,3,1,1220,4800,1,3,6,1220,1901,98122,47.6101,1200,4800
5437810320,20141017T000000,269950,3,1.5,1950,7560,1,4,7,1320,1975,98022,47.1976,1950,8941
9158100075,20150107T000000,330000,2,1,1350,8220,1,3,7,1060,1949,98177,47.7224,1540,8280
3830630310,20140725T000000,260000,3,2.5,1670,5797,2,3,7,1670,1988,98030,47.3505,1670,6183
8123100045,20150414T000000,470000,4,3,2380,5125,1.5,4,7,1680,1925,98126,47.5384,1410,5375
3127200041,20140613T000000,589000,4,3,2440,9600,2,5,7,2440,1961,98034,47.7044,2290,9600
6661200320,20140723T000000,163500,2,1.5,1050,3419,2,3,7,1050,1996,98038,47.3848,1050,3417
10510310,20140905T000000,835000,4,2.75,3130,13412,2,3,9,2140,1993,98052,47.6993,2260,9984
825059270,20141021T000000,1.00E+06,5,3,4090,12850,1,4,10,2090,1986,98033,47.6627,2540,10270
8731951370,20150415T000000,269000,4,1.75,1490,10000,1,4,8,1000,1969,98023,47.3099,2190,8910
1954440060,20140505T000000,560000,3,2.5,1900,8744,2,3,8,1900,1987,98074,47.62,2030,8744
2264500350,20150418T000000,615000,4,1,1330,2400,1.5,4,6,1330,1901,98103,47.65,1330,4400
1015810060,20141205T000000,585188,3,2.25,2230,10026,1,3,8,1430,1975,98052,47.6647,2230,9340
9477200200,20140818T000000,305000,3,1.75,1650,9480,1,3,7,1220,1977,98034,47.726,1540,8400
1432600560,20141005T000000,166950,3,1,1090,8820,1,3,6,1090,1959,98058,47.4616,1230,7980
2287000060,20140912T000000,799000,3,2.5,2140,9897,1,4,8,2140,1959,98040,47.5505,2680,10083
3663500060,20140625T000000,400000,3,2.5,2180,7508,1,4,7,1420,1962,98133,47.7606,1900,7818
3996900125,20141201T000000,230000,3,1,1060,10228,1,3,7,1060,1948,98155,47.7481,1570,10228
7796450200,20140515T000000,256883,3,2.5,1690,5025,2,3,8,1690,2003,98023,47.2779,2550,5001
7549802535,20141010T000000,423000,4,2,1970,6480,1.5,5,7,1030,1920,98108,47.551,1500,6480
3278600320,20140723T000000,465000,3,2.5,2150,4084,2,3,8,2150,2007,98126,47.5488,1750,2385
2824079053,20150103T000000,440000,3,2.5,1910,66210,2,3,7,1910,1997,98024,47.5385,2330,67268
1222069094,20141014T000000,385000,3,1.75,1350,155073,1,4,7,1350,1969,98038,47.4058,1560,50965
3542300060,20150310T000000,210000,3,1,860,10725,1,4,6,860,1943,98056,47.5093,1300,9514
2222059065,20141012T000000,297000,3,2.5,1940,14952,2,3,8,1940,1994,98042,47.3777,2030,10450
7551300060,20140716T000000,470000,3,1,1010,5000,1,3,7,1010,1952,98107,47.675,1680,5000
100600550,20140804T000000,226500,3,1.5,1300,7370,1,4,7,900,1976,98023,47.3025,1430,7500
3210100860,20150303T000000,274250,3,1,910,8450,1,4,6,910,1962,98059,47.4787,1400,8040
3456000310,20140804T000000,840000,4,1.75,2480,10010,1,4,9,1630,1966,98040,47.5378,2770,10744
9526600140,20140919T000000,677900,3,2.5,2440,4587,2,3,8,2440,2010,98052,47.7073,2750,4587
7465900060,20150205T000000,425000,3,1,1010,5864,1,3,7,1010,1915,98106,47.5733,1290,5000
1222000055,20141023T000000,180250,2,0.75,900,9600,1,3,6,900,1941,98166,47.4604,1250,14280
6300000550,20140717T000000,464000,6,3,2300,3404,2,3,7,1600,1920,98133,47.7067,1560,1312
2310030510,20150422T000000,320000,4,2.25,1550,7579,2,3,8,1550,1993,98038,47.354,1630,6397
1025049104,20140717T000000,625504,3,2.25,1270,1566,2,3,8,1060,2014,98105,47.6647,1060,1327
8677300550,20140515T000000,592500,4,2.5,2240,12032,1,3,9,2240,1983,98074,47.6143,2520,12368
4014400292,20150104T000000,465000,3,2.5,2714,17936,2,3,9,2714,2005,98001,47.3185,2590,18386
1002000196,20140527T000000,477000,4,2.75,1720,6270,2,3,8,1720,1978,98108,47.5458,2130,8700
257000138,20150105T000000,280000,2,1,850,16400,1,3,6,850,1923,98168,47.4889,1000,14459
46100204,20150221T000000,1.51E+06,5,3,3300,33474,1,3,9,1870,1957,98040,47.5673,3836,20953
1909600046,20140703T000000,445838,3,2.5,2250,5692,2,3,8,2250,2000,98146,47.5133,1320,5390
1250202145,20140828T000000,1.07E+06,2,2.25,3900,14864,1,3,8,1950,1947,98144,47.5884,2580,5184
7610200125,20141023T000000,467000,2,1.5,1320,10800,1,4,8,1320,1947,98177,47.7145,2120,12040
5610500140,20140822T000000,686000,4,2.5,2760,6440,2,3,10,2760,1999,98075,47.5836,3070,8127
7138000260,20140605T000000,279950,3,2,1750,9750,1,3,7,1350,1961,98198,47.398,1900,10125
626059335,20140904T000000,527000,4,2.25,2330,19436,2,3,8,2330,1987,98010,47.7663,1910,10055
1922059282,20140918T000000,325000,3,2.25,2220,16020,1,4,8,1780,1966,98030,47.3758,2080,9583
705700390,20140903T000000,328000,3,2.25,2020,8379,2,3,7,2020,1994,98038,47.3828,2020,8031
7454001200,20140604T000000,390000,3,2.25,1250,7500,1,5,7,1250,1942,98146,47.5123,1280,7392
8682281200,20150309T000000,479950,2,2,1510,6516,1,3,8,1510,2005,98053,47.7076,1640,6009
7972000200,20140529T000000,264950,4,2.25,1720,9753,1,4,7,1020,1978,98023,47.2922,1510,9753
722059070,20150105T000000,235000,3,1,1430,15246,1,4,7,980,1961,98031,47.4075,1960,13068
7202340400,20150303T000000,516500,3,2.5,1480,4729,2,3,7,1480,2004,98053,47.6794,2250,4729
8096000060,20150413T000000,655000,2,1.75,1450,15798,2,3,7,1230,1915,98166,47.4497,2030,13193
2424000060,20140616T000000,500000,4,2.75,2280,15347,1,5,7,2280,1960,98059,47.5218,2280,15347
9264902050,20141021T000000,315000,6,2.75,2940,7350,1,3,8,1780,1978,98023,47.3103,2120,8236
943100260,20141020T000000,213000,2,1,1000,10200,1,3,6,1000,1961,98024,47.5687,1050,13702
3677400445,20140902T000000,475000,3,1.5,2480,5280,1.5,5,7,1620,1947,98108,47.5575,2090,4800
1762600320,20140610T000000,1.03E+06,5,4,3760,28040,2,3,10,3760,1983,98033,47.6489,3430,35096
4058000060,20150409T000000,416000,3,2,2220,94300,1,5,7,1640,1976,98010,47.3459,2070,80100
7228500560,20150320T000000,410000,4,1,1970,4740,1.5,3,7,1670,1904,98122,47.6136,1510,4740
326069104,20140701T000000,800000,3,3.5,3830,221284,2,3,10,3530,1993,98077,47.7641,2920,148539
5152100060,20140529T000000,472000,6,2.5,4410,14034,1,4,9,2350,1965,98003,47.3376,2600,13988
3584000310,20141208T000000,225000,3,1.75,1430,8505,1,4,7,1430,1968,98003,47.3173,1090,8640
8150100045,20141001T000000,210000,2,1,830,6000,1,3,6,830,1940,98126,47.5308,830,4960
1868901275,20150127T000000,455000,2,1,1430,5000,1.5,2,7,1430,1925,98105,47.6727,1450,3750
6131600075,20150427T000000,225000,3,1,1300,8316,1,4,6,1300,1954,98002,47.3221,1260,8316
9468200125,20140826T000000,480000,2,1,1030,3060,1,4,7,790,1918,98103,47.6779,1390,3060
8029510030,20150212T000000,363000,3,2.5,2740,10872,2,3,9,2740,1990,98023,47.3076,2570,10377
2025069065,20140929T000000,2.40E+06,4,2.5,3650,8354,1,3,9,1830,2000,98074,47.6338,3120,18841
7899800890,20150226T000000,181000,2,1.5,720,5120,1,3,6,720,1954,98106,47.5218,1050,2566
3021059276,20150314T000000,250000,4,2,2010,7312,1,4,7,2010,1976,98002,47.2785,2010,7650
3797001895,20150422T000000,481000,3,1.75,1560,3000,1,4,6,770,1918,98103,47.6846,1390,3000
3832710960,20140923T000000,260000,3,2,1810,7209,1,4,7,1240,1978,98032,47.3656,1750,7209
1310430400,20140513T000000,455000,4,2.5,3360,7685,2,3,9,3360,2001,98058,47.4369,3060,6567
1422300030,20150401T000000,415000,3,2.25,1510,36224,2,3,8,1510,1991,98045,47.4616,1730,36224
1005000588,20150421T000000,349500,3,1,1400,3538,1,3,7,800,1953,98108,47.5405,1620,6331
3830630060,20140929T000000,245000,3,2.5,1730,7442,2,3,7,1730,1987,98030,47.3507,1630,6458
5101404898,20140519T000000,592500,2,2,1420,9191,1.5,5,7,1420,1928,98105,47.6979,1420,6816
7972601890,20141020T000000,385000,4,1.75,2360,7620,1,4,7,1080,1955,98106,47.5278,1910,7620
5127001620,20150210T000000,315000,3,1.75,1580,10455,1,4,7,1200,1974,98059,47.4756,1550,10650
9407100800,20141024T000000,255000,3,1,1230,10170,1,3,7,1230,1979,98045,47.4437,1380,10098
1873100060,20140829T000000,693000,4,2.5,2460,4425,2,3,8,2460,2006,98052,47.7048,2990,5659
8722101360,20141202T000000,780000,3,1,1660,4400,1.5,3,8,1460,1910,98102,47.6362,1660,4400
8644000060,20141024T000000,237000,3,1.75,1270,8470,1,4,7,1270,1960,98198,47.4207,1600,8470
3325069129,20141216T000000,525000,3,2.25,2100,40510,2,3,10,1320,1979,98074,47.6154,2380,33450
1400300055,20150428T000000,425000,2,1,770,5040,1,3,5,770,1930,98144,47.5964,1330,2580
